         NOMBRE DE TORNEO,FECHA,       BUY IN,TOTAL PAGADO,ITM,    POSICIÓN,TOTAL PLAYERS,      PREMIO,TIPO,JUGADORES POR MESA,Mesa Final,CIEGAS INICIALES,TIEMPO POR NIVEL DE CIEGA (MINS),REGISTRO TARDIO (MINS),CIEGAS AL CIERRE DE BURBUJA
WINTER SERIES CANDY,8/01/2025,"10,00 €","10,00 €",SI,268,1507,"14,79 €",NORMAL,8,-260,166,6,85,5
MYSTERY FEVER 3000 GTD,9/01/2025,"5,00 €","5,00 €",SI,57,886,"33,24 €",MYSTERY,8,-49,35,8,53,13
BOWLING,11/01/2025,"5,00 €","5,00 €",NO,3212,4654,"0,00 €",PKO,6,-3206,100,3,43,0
SPACE KO,11/01/2025,"10,00 €","10,00 €",NO,2343,7654,"0,00 €",PKO,6,-2337,80,8,80,0
MYSTERY FEVER 3000 GTD,11/01/2025,"10,00 €","10,00 €",SI,56,414,"18,33 €",MYSTERY,6,-50,41,8,61,6
MYSTERY KO,11/01/2025,"10,00 €","10,00 €",NO,65,121,"0,00 €",MYSTERY,6,-59,100,7,105,0
SPICY SAT,12/01/2025,"2,50 €","2,50 €",NO ,23,46,"0,00 €",SAT,8,-15,25,5,9,0
WINA SERIES SUPER STACK,12/01/2025,"5,00 €","5,00 €",NO,4632,9382,"0,00 €",NORMAL,6,-4626,41,6,28,0
WINAMAX SERIES SPACE KO,12/01/2025,"10,00 €","10,00 €",NO,4675,13168,"8,50 €",PKO,6,-4669,100,6,50,0
SPICY SAT,12/01/2025,"5,00 €","5,00 €",NO,33,75,"0,00 €",SAT,8,-25,33,5,19,0
WINTER S BOUNTY FREEZE,12/01/2025,"10,00 €","10,00 €",NO,6432,6543,"0,00 €",PKO,8,-6424,199,6,100,0
MYSTERY FEVER 3000 GTD,13/01/2025,"10,00 €","10,00 €",NO,154,265,"0,00 €",MYSTERY,8,-146,23,8,41,0
BOWLING,13/01/2025,"5,00 €","5,00 €",NO,442,982,"0,00 €",PKO,6,-436,40,5,24,0
MYSTERY FEVER 7500 GTD,13/01/2025,"5,00 €","5,00 €",NO,654,3211,"0,00 €",MYSTERY,8,-646,62,8,84,0
SUPER STACK 3000 E GTD,13/01/2025,"5,00 €","5,00 €",NO,456,873,"0,00 €",NORMAL,6,-450,35,10,55,0
W SERIES SPACE KO,13/01/2025,"10,00 €","10,00 €",NO,4667,9988,"0,00 €",PKO,6,-4661,100,8,120,0
MONSTER STACK,13/01/2025,"10,00 €","10,00 €",SI,64,884,"16,94 €",NORMAL,6,-58,100,8,90,40
WS MINI AVALANCHE,13/01/2025,"20,00 €","20,00 €",SI,151,2841,"110,18 €",PKO,8,-143,125,8,135,56
WS SAT,13/01/2025,"6,00 €","6,00 €",NO,36,113,"0,00 €",SAT,6,-30,100,5,30,0
W SERIES MYSTERY,13/01/2025,"10,00 €","10,00 €",NO,443,998,"0,00 €",MYSTERY,6,-437,20,8,66,0
WS BOUNTY FREEZE,13/01/2025,"10,00 €","10,00 €",NO,1265,3278,"2,25 €",PKO,8,-1257,100,8,135,0
WINA KO,13/01/2025,"20,00 €","20,00 €",NO,6543,9987,"0,00 €",PKO,6,-6537,100,5,75,0
WS KO,14/01/2025,"10,00 €","10,00 €",NO,4432,5432,"0,00 €",PKO,6,-4426,100,6,68,0
WINA SERIES SPACE KO,14/01/2025,"5,00 €","5,00 €",NO,2957,11819,"1,50 €",PKO,6,-2951,100,6,64,0
SUPER STACK 2000 E GTD,14/01/2025,"5,00 €","5,00 €",NO,138,685,"0,00 €",NORMAL,6,-132,62,10,62,0
MYSTERY KO,14/01/2025,"5,00 €","5,00 €",SI,118,1090,"47,50 €",MYSTERY,8,-110,80,6,53,25
WINTER SERIES MYSTERY,14/01/2025,"20,00 €","20,00 €",SI,244,2410,"26,18 €",MYSTERY,7,-237,200,10,160,7
WS CANDY KANE,14/01/2025,"10,00 €","10,00 €",NO,929,1873,"0,00 €",NORMAL,8,-921,83,6,62,0
MYSTERY KO,14/01/2025,"5,00 €","5,00 €",NO,765,833,"0,00 €",MYSTERY,6,-759,100,3,42,0
BOUNTY BUILDER 1000 GTD,14/01/2025,"5,00 €","5,00 €",SI,41,603,"15,46 €",PKO,6,-35,83,5,55,32
WS BOUNTY FREEZE,17/01/2025,"10,00 €","10,00 €",NO,778,1454,"0,00 €",PKO,6,-772,100,8,110,0
MYSTERY KO,17/01/2025,"10,00 €","10,00 €",NO,345,754,"0,00 €",MYSTERY,6,-339,50,6,41,0
MINI SWITCH,17/01/2025,"10,00 €","10,00 €",SI,22,494,"33,82 €",MYSTERY,6,-16,40,7,35,14
WS CANDY KANE,17/01/2025,"10,00 €","10,00 €",SI,5,1041,"400,80 €",NORMAL,8,3,200,6,90,45
MYSTERY FEVER 9000 GTD,17/01/2025,"10,00 €","10,00 €",NO,554,832,"0,00 €",MYSTERY,8,-546,125,5,74,0
MYSTERY KO,17/01/2025,"10,00 €","10,00 €",NO,876,1833,"0,00 €",MYSTERY,6,-870,56,3,25,0
NIGHT CLUB,18/01/2025,"10,00 €","10,00 €",NO,888,1321,"0,00 €",PKO,6,-882,100,2,23,0
WS SAT,18/01/2025,"1,50 €","1,50 €",NO,19,34,"0,00 €",SAT,8,-11,16,5,6,0
MYSTERY FEVER 7500 GTD,18/01/2025,"5,00 €","10,00 €",NO,773,1743,"0,00 €",MYSTERY,8,-765,50,8,75,0
SUPER STACK 3000 E GTD,18/01/2025,"5,00 €","5,00 €",NO,240,818,"0,00 €",NORMAL,6,-234,35,10,44,0
WS MINI AVALANCHE,18/01/2025,"20,00 €","20,00 €",NO,2212,3458,"0,00 €",MYSTERY,6,-2206,200,8,150,0
BOUNTY BUILDER 2000 GTD,18/01/2025,"5,00 €","5,00 €",SI,33,789,"17,40 €",PKO,6,-27,100,8,115,46
MONSTER STACK,18/01/2025,"10,00 €","10,00 €",NO,655,998,"0,00 €",NORMAL,6,-649,40,8,38,0
MYSTERY KO,18/01/2025,"5,00 €","5,00 €",NO,1321,1565,"0,00 €",MYSTERY,6,-1315,57,7,45,0
SPACE KO,18/01/2025,"10,00 €","10,00 €",NO,3454,5432,"0,00 €",PKO,6,-3448,100,7,90,0
MINI SWITCH,18/01/2025,"10,00 €","10,00 €",NO,543,873,"0,00 €",MYSTERY,8,-535,100,7,80,0
WS SAT,18/01/2025,"3,00 €","3,00 €",NO,17,34,"0,00 €",SAT,8,-9,18,5,10,0
WS SAT,18/01/2025,"5,00 €","5,00 €",NO,34,54,"0,00 €",SAT,6,-28,14,5,10,0
WS SAT,18/01/2025,"1,50 €","1,50 €",NO,13,40,"0,00 €",SAT,8,-5,100,5,30,0
WS SAT,18/01/2025,"3,00 €","3,00 €",NO,54,44,"0,00 €",SAT,8,-46,100,5,30,0
NINJA,18/01/2025,"10,00 €","20,00 €",NO,591,1512,"4,50 €",PKO,6,-585,100,5,76,0
WS ROYAL RUMBLE,18/01/2025,"10,00 €","20,00 €",NO,543,3432,"4,50 €",PKO,7,-536,166,6,80,0
MYSTERY FEVER 9000 GTD,18/01/2025,"10,00 €","10,00 €",NO,776,1887,"0,00 €",MYSTERY,8,-768,125,5,75,0
MYSTERY KO,18/01/2025,"5,00 €","5,00 €",NO,802,1343,"0,00 €",MYSTERY,6,-796,70,3,21,0
SPACE KO,18/01/2025,"5,00 €","5,00 €",NO,764,933,"0,00 €",PKO,6,-758,100,3,48,0
MINI HOT STACK,18/01/2025,"5,00 €","5,00 €",NO,456,876,"0,00 €",NORMAL,9,-447,62,5,43,0
NIGHT CLUB,19/01/2025,"10,00 €","10,00 €",NO,226,1696,"5,06 €",PKO,6,-220,100,2,29,0
BOUNTY BUILDER 3000 GTD,19/01/2025,"10,00 €","10,00 €",SI,28,431,"26,21 €",PKO,6,-22,100,4,60,6
WS SAT,19/01/2025,"3,00 €","3,00 €",SI,6,30,"21,00 €",SAT,6,0,33,5,12,56
WS THE CLASSIC,19/01/2025,"20,00 €","20,00 €",SI,333,6832,"31,54 €",MYSTERY,9,-324,100,8,129,65
SPACE KO,19/01/2025,"5,00 €","5,00 €",NO,3456,9983,"0,50 €",PKO,6,-3450,100,7,80,0
MINI SWITCH,19/01/2025,"10,00 €","10,00 €",NO,1067,2443,"0,00 €",PKO,6,-1061,100,6,110,0
MYSTERY FEVER 3000 GTD,20/01/2025,"5,00 €","5,00 €",NO,432,765,"0,00 €",MYSTERY,8,-424,16,8,21,0
SUPER STACK 2000 E GTD,20/01/2025,"5,00 €","5,00 €",NO,102,542,"0,00 €",NORMAL,6,-96,62,10,80,0
MYSTERY KO,20/01/2025,"5,00 €","5,00 €",SI,10,847,"54,65 €",MYSTERY,6,-4,28,7,20,24
MYSTERY FEVER 10000 E GTD,20/01/2025,"10,00 €","10,00 €",NO,501,1377,"0,00 €",MYSTERY,8,-493,71,5,59,0
ROCKET,20/01/2025,"5,00 €","5,00 €",NO,382,969,"1,13 €",PKO,8,-374,66,2,23,0
BOUNTY BUILDER 1000 GTD,20/01/2025,"5,00 €","5,00 €",NO,432,654,"0,00 €",PKO,6,-426,100,5,66,0
MYSTERY KO,20/01/2025,"5,00 €","5,00 €",NO,815,1486,"0,00 €",MYSTERY,6,-809,100,3,42,0
MINI HOT STACK,20/01/2025,"5,00 €","5,00 €",NO,654,938,"0,00 €",NORMAL,9,-645,250,5,75,0
SPACE KO,20/01/2025,"5,00 €","5,00 €",NO,3432,4789,"0,00 €",PKO,6,-3426,100,3,48,0
SUPERSTACK 2000 GTD,21/01/2025,"5,00 €","5,00 €",NO,212,532,"0,00 €",NORMAL,6,-206,41,10,52,0
MYSTERY KO,21/01/2025,"5,00 €","5,00 €",NO,234,543,"0,00 €",MYSTERY,6,-228,100,5,66,0
MYSTERY KO,21/01/2025,"10,00 €","10,00 €",SI,39,392,"16,03 €",MYSTERY,6,-33,100,4,68,7
MYSTERY KO,22/01/2025,"5,00 €","5,00 €",NO,312,543,"0,00 €",MYSTERY,6,-306,51,5,41,0
MYSTERY KO,22/01/2025,"10,00 €","10,00 €",NO,214,645,"0,00 €",MYSTERY,6,-208,100,4,100,0
SUPERSTACK 2000 GTD,22/01/2025,"5,00 €","5,00 €",NO,167,558,"0,00 €",NORMAL,6,-161,25,10,20,0
XL INVIERNO 2000 E GTD,23/01/2025,"8,80 €","8,80 €",SI,14,274,"13,68 €",MYSTERY,8,-6,33,10,55,43
SPACE KO,23/01/2025,"5,00 €","5,00 €",NO,876,988,"0,00 €",PKO,6,-870,100,5,73,0
XL INVIERNO SAT,23/01/2025,"3,30 €","3,30 €",NO,8,20,"0,00 €",SAT,8,0,15,4,11,0
SAMURAI,23/01/2025,"5,00 €","5,00 €",SI,7,1189,"94,33 €",PKO,6,-1,100,5,73,28
MYSTERY KO,23/01/2025,"10,00 €","10,00 €",NO,432,1286,"0,00 €",MYSTERY,6,-426,100,8,124,0
MYSTERY BOUNTY 4000 GTD,23/01/2025,"16,50 €","16,50 €",NO,111,321,"0,00 €",MYSTERY,8,-103,33,20,70,0
MONSTER STACK,23/01/2025,"10,00 €","10,00 €",NO,432,654,"0,00 €",NORMAL,6,-426,83,10,73,0
SPACE KO,23/01/2025,"5,00 €","5,00 €",NO,1453,4549,"0,00 €",PKO,6,-1447,100,7,107,0
MYSTERY KO,23/01/2025,"10,00 €","10,00 €",SI,5,1764,"425,62 €",MYSTERY,6,1,100,6,96,24
XL INVIERNO 2000 E GTD,23/01/2025,"5,50 €","5,50 €",NO,211,654,"0,00 €",MYSTERY,8,-203,250,10,137,0
TIEMPO DE JUEGO,23/01/2025,"5,00 €","10,00 €",NO,432,1238,"0,00 €",PKO,6,-426,100,5,50,0
BOUNTY BUILDER 1000 GTD,23/01/2025,"5,00 €","5,00 €",NO,212,765,"1,13 €",PKO,6,-206,100,5,71,0
SUPER STACK 3000 E GTD,25/01/2025,"5,00 €","5,00 €",NO,237,849,"0,00 €",NORMAL,6,-231,25,10,19,0
MYSTERY FEVER 7500 GTD,25/01/2025,"5,00 €","5,00 €",NO,654,1901,"0,00 €",MYSTERY,8,-646,31,8,47,0
MM G STACK MYSTERY,27/01/2025,"10,00 €","10,00 €",NO,1322,4532,"0,00 €",MYSTERY,6,-1316,208,8,145,0
SPACE KO,27/01/2025,"10,00 €","10,00 €",NO,1592,2223,"0,00 €",PKO,6,-1586,100,8,124,0
MM SAT,27/01/2025,"5,00 €","5,00 €",NO,8,60,"0,00 €",SAT,6,-2,33,5,17,0
GUERRILLA,27/01/2025,"5,00 €","5,00 €",NO,1318,3211,"1,13 €",PKO,6,-1312,100,5,73,0
MM BOUNTY HERO,27/01/2025,"5,00 €","5,00 €",NO,3222,8765,"1,13 €",PKO,8,-3214,100,10,165,0
MM GIGA STACK,27/01/2025,"10,00 €","10,00 €",SI,337,1986,"14,78 €",NORMAL,6,-331,208,10,145,1
MYSTERY KO,27/01/2025,"5,00 €","5,00 €",NO,923,3211,"0,00 €",MYSTERY,6,-917,100,7,75,0
MYSTERY KO,27/01/2025,"10,00 €","10,00 €",NO,654,1329,"0,00 €",MYSTERY,6,-648,100,6,95,0
MM STORM MYSTERY,27/01/2025,"20,00 €","20,00 €",NO,1291,2934,"0,00 €",MYSTERY,8,-1283,200,8,145,0
TIEMPO DE JUEGO,27/01/2025,"5,00 €","5,00 €",NO,607,2939,"5,08 €",PKO,6,-601,100,5,57,0
MYSTERY KO,28/01/2025,"10,00 €","10,00 €",NO,887,1765,"0,00 €",MYSTERY,6,-881,80,8,75,0
SPACE KO,28/01/2025,"10,00 €","10,00 €",NO,912,4773,"2,50 €",PKO,6,-906,100,8,124,0
GUERRILLA,28/01/2025,"5,00 €","5,00 €",SI,153,2806,"18,23 €",PKO,6,-147,100,5,75,36
MM GIGA STACK,28/01/2025,"10,00 €","10,00 €",NO,1300,1703,"0,00 €",PKO,6,-1294,208,8,145,0
MM BANKROLL BOOSTER,28/01/2025,"5,00 €","5,00 €",NO,377,1253,"0,00 €",NORMAL,9,-368,200,8,130,0
MYSTERY KO,28/01/2025,"10,00 €","10,00 €",NO,882,2349,"0,00 €",MYSTERY,6,-876,100,6,85,0
MYSTERY FEVER 3000 GTD,29/01/2025,"5,00 €","5,00 €",SI,120,755,"8,11 €",MYSTERY,8,-112,14,8,15,3
TURBO SAT MILLION WEEK,29/01/2025,"5,00 €","5,00 €",NO,8,15,"0,00 €",SAT,6,-2,37,2,19,0
MM BOUNTY HERO,29/01/2025,"10,00 €","10,00 €",NO,1332,1654,"0,00 €",PKO,6,-1326,135,6,85,0
MM DEEPSTACK,29/01/2025,"10,00 €","10,00 €",NO,331,872,"0,00 €",NORMAL,6,-325,30,7,50,0
NINJA,29/01/2025,"10,00 €","10,00 €",NO,674,2112,"2,25 €",PKO,6,-668,100,5,61,0
LES LOULOUS,29/01/2025,"5,00 €","5,00 €",SI,59,1459,"10,75 €",MYSTERY,6,-53,30,5,31,53
MYSTERY FEVER 9000 GTD,29/01/2025,"10,00 €","10,00 €",SI,102,995,"17,74 €",MYSTERY,8,-94,125,5,69,19
MYSTERY FEVER 3000 GTD,30/01/2025,"5,00 €","10,00 €",NO,321,989,"0,00 €",MYSTERY,8,-313,62,8,80,0
MYSTERY KO,30/01/2025,"10,00 €","10,00 €",NO,115,367,"0,00 €",MYSTERY,6,-109,80,7,66,0
SUPERSTACK 2000 GTD,30/01/2025,"5,00 €","5,00 €",NO,141,700,"0,00 €",NORMAL,6,-135,100,10,115,0
ASTEROID,30/01/2025,"5,00 €","5,00 €",NO,889,1654,"0,00 €",PKO,6,-883,100,6,80,0
KO PROGRESIVO 2000 E GTD,30/01/2025,"10,00 €","10,00 €",NO,418,712,"2,25 €",PKO,6,-412,125,10,130,0
MM SAT,30/01/2025,"1,50 €","1,50 €",NO,12,21,"0,00 €",SAT,6,-6,33,5,15,0
MYSTERY KO,30/01/2025,"5,00 €","5,00 €",NO,654,831,"0,00 €",MYSTERY,6,-648,100,5,60,0
MM SAT,30/01/2025,"3,00 €","3,00 €",SI,1,31,"0,00 €",SAT,6,5,50,5,20,0
MILKY WAY,30/01/2025,"5,00 €","5,00 €",NO,510,3182,"5,25 €",PKO,6,-504,100,6,90,0
KO PROGRESIVO 5000 GTD,30/01/2025,"10,00 €","10,00 €",NO,344,542,"0,00 €",PKO,6,-338,165,10,135,0
MYSTERY FEVER 6000 GTD,30/01/2025,"5,00 €","5,00 €",NO,1121,1543,"0,00 €",MYSTERY,8,-1113,50,8,72,0
MYSTERY KO,30/01/2025,"10,00 €","10,00 €",NO,985,1776,"0,00 €",MYSTERY,6,-979,100,8,105,0
SUPERSTACK 3000 E GTD,30/01/2025,"5,00 €","5,00 €",NO,334,675,"0,00 €",NORMAL,6,-328,83,10,100,0
MM GIGA STACK,30/01/2025,"30,00 €","0,00 €",NO,578,1664,"0,00 €",MYSTERY,6,-572,208,8,145,0
MYSTERY FEVER 7500 GTD,30/01/2025,"5,00 €","5,00 €",NO,777,991,"0,00 €",MYSTERY,8,-769,100,8,105,0
CYBER,30/01/2025,"10,00 €","10,00 €",NO,1233,2221,"0,00 €",PKO,6,-1227,100,8,90,0
GUERRILLA,30/01/2025,"5,00 €","5,00 €",NO,1322,3321,"1,13 €",PKO,6,-1316,100,5,70,0
MM SAT,30/01/2025,"2,00 €","2,00 €",NO,14,32,"0,00 €",SAT,8,-6,25,5,10,0
MONSTER STACK,30/01/2025,"10,00 €","10,00 €",NO,133,802,"0,00 €",NORMAL,6,-127,71,8,63,0
SUPERNOVA,30/01/2025,"10,00 €","10,00 €",NO,2311,2876,"5,00 €",PKO,6,-2305,100,7,104,0
MM SAT,30/01/2025,"5,00 €","5,00 €",NO,28,52,"0,00 €",SAT,6,-22,33,5,9,0
MYSTERY KO,30/01/2025,"10,00 €","10,00 €",NO,1000,3211,"0,00 €",MYSTERY,6,-994,100,6,70,0
MM DEEPSTACK,30/01/2025,"5,00 €","5,00 €",NO,651,1165,"0,00 €",NORMAL,6,-645,50,7,67,0
MYSTERY FEVER 9000 GTD,30/01/2025,"10,00 €","10,00 €",NO,259,704,"0,00 €",MYSTERY,8,-251,100,8,105,0
MM GIGA STACK,30/01/2025,"5,00 €","5,00 €",NO,1345,3219,"1,13 €",PKO,8,-1337,125,7,100,0
LES LOULOUS,30/01/2025,"5,00 €","5,00 €",NO,276,1528,"0,00 €",NORMAL,6,-270,100,5,60,0
NINJA,30/01/2025,"10,00 €","10,00 €",NO,125,1296,"16,88 €",PKO,6,-119,100,5,75,0
THUNDER,31/01/2025,"10,00 €","10,00 €",NO,541,779,"0,00 €",PKO,6,-535,100,8,105,0
FAST FOOD,31/01/2025,"5,00 €","5,00 €",NO,133,432,"0,00 €",PKO,8,-125,55,2,20,0
MYSTERY KO,31/01/2025,"10,00 €","10,00 €",NO,662,1165,"0,00 €",MYSTERY,6,-656,100,7,80,0
MYSTERY FEVER 3000 GTD,31/01/2025,"5,00 €","10,00 €",NO,212,716,"0,00 €",MYSTERY,8,-204,87,8,100,0
SUPER STACK 750 E GTD,31/01/2025,"5,00 €","5,00 €",NO,98,208,"0,00 €",NORMAL,6,-92,20,10,12,0
MYSTERY KO,31/01/2025,"5,00 €","5,00 €",NO,110,725,"0,00 €",MYSTERY,6,-104,100,7,90,0
KO PROGRESIVO 2000 E GTD,31/01/2025,"10,00 €","10,00 €",NO,332,541,"0,00 €",PKO,9,-323,100,10,105,0
SUPER STACK 2000 E GTD,31/01/2025,"5,00 €","10,00 €",SI,35,433,"15,80 €",NORMAL,6,-29,100,10,95,62
MYSTERY FEVER 6000 GTD,31/01/2025,"10,00 €","10,00 €",NO,663,1432,"0,00 €",MYSTERY,8,-655,70,8,100,0
BALL TRAP,31/01/2025,"10,00 €","10,00 €",NO,343,773,"0,00 €",PKO,6,-337,100,5,75,0
MYSTERY KO,31/01/2025,"10,00 €","10,00 €",NO,44,302,"0,00 €",MYSTERY,6,-38,65,4,30,0
ATOM,3/02/2025,"5,00 €","5,00 €",NO,2186,4312,"0,00 €",PKO,6,-2180,100,6,85,0
MM GIGA STACK,3/02/2025,"5,00 €","5,00 €",NO,984,1876,"0,00 €",MYSTERY,9,-975,20,8,28,0
MYSTERY KO,3/02/2025,"5,00 €","5,00 €",SI,153,2012,"8,28 €",MYSTERY,6,-147,57,7,45,22
SUPERSTACK 2000 GTD,3/02/2025,"5,00 €","5,00 €",NO,421,764,"0,00 €",NORMAL,6,-415,100,8,90,0
MYSTERY FEVER 6000 GTD,3/02/2025,"5,00 €","5,00 €",NO,444,876,"0,00 €",MYSTERY,8,-436,125,8,120,0
MM BUBBLE RUSH,3/02/2025,"5,00 €","5,00 €",NO,999,1123,"0,00 €",NORMAL,9,-990,200,5,100,0
MYSTERY FEVER 6000 GTD,3/02/2025,"10,00 €","10,00 €",SI,13,742,"72,64 €",MYSTERY,8,-5,61,8,72,28
LES LOULOUS,3/02/2025,"5,00 €","10,00 €",NO,874,1434,"0,00 €",NORMAL,6,-868,100,5,73,0
ROCKET,3/02/2025,"5,00 €","5,00 €",NO,584,1132,"1,13 €",PKO,8,-576,100,2,40,0
TRIDENTE,3/02/2025,"10,00 €","10,00 €",NO,112,232,"0,00 €",SPIN & GO - PKO,7,-105,25,2,17,0
MM BOUNTY HERO,4/02/2025,"5,00 €","5,00 €",SI,496,3113,"12,84 €",PKO,8,-488,100,19,160,33
MYSTERY FEVER 6000 GTD,4/02/2025,"5,00 €","10,00 €",NO,542,1023,"0,00 €",MYSTERY,8,-534,125,8,116,0
CYBER,4/02/2025,"10,00 €","10,00 €",SI,509,4417,"9,99 €",PKO,6,-503,100,8,117,2
MYSTERY KO,4/02/2025,"5,00 €","5,00 €",NO,331,1213,"0,00 €",MYSTERY,6,-325,100,7,105,0
MM DEEPSTACK,4/02/2025,"10,00 €","10,00 €",NO,422,875,"0,00 €",NORMAL,9,-413,83,10,126,0
MYSTERY KO,4/02/2025,"10,00 €","10,00 €",NO,359,986,"0,00 €",MYSTERY,6,-353,100,7,90,0
MYSTERY FEVER 6000 GTD,4/02/2025,"5,00 €","5,00 €",NO,656,1019,"0,00 €",MYSTERY,8,-648,100,8,105,0
MM DEEPSTACK,4/02/2025,"5,00 €","5,00 €",NO,1331,1677,"0,00 €",NORMAL,8,-1323,50,10,105,0
MM  GIGA STACK,5/02/2025,"5,00 €","10,00 €",SI,558,3984,"6,04 €",MYSTERY,9,-549,208,8,141,9
MYSTERY FEVER 6000 GTD,5/02/2025,"5,00 €","5,00 €",NO,779,1176,"0,00 €",MYSTERY,8,-771,41,8,57,0
SUPER STACK 3000 E GTD,5/02/2025,"5,00 €","5,00 €",NO,335,798,"0,00 €",NORMAL,6,-329,28,10,28,0
BOUNTY BUILDER 2000 GTD,5/02/2025,"5,00 €","5,00 €",NO,449,890,"2,26 €",PKO,6,-443,100,8,118,0
MONSTER STACK,5/02/2025,"10,00 €","10,00 €",NO,233,876,"0,00 €",NORMAL,6,-227,83,8,75,0
MONSTER STACK,5/02/2025,"5,00 €","5,00 €",SI,79,889,"7,87 €",NORMAL,6,-73,100,8,105,70
MM DEEPSTACK,5/02/2025,"10,00 €","10,00 €",SI,141,987,"16,42 €",NORMAL,9,-132,50,10,67,9
MM GIGA STACK,5/02/2025,"10,00 €","10,00 €",SI,351,2004,"26,73 €",PKO,8,-343,178,7,111,21
COSMIC,5/02/2025,"10,00 €","10,00 €",NO,1213,3914,"3,00 €",PKO,6,-1207,100,4,45,0
MYSTERY KO,5/02/2025,"5,00 €","5,00 €",NO,887,1765,"0,00 €",MYSTERY,6,-881,62,3,25,0
MYSTERY KO,5/02/2025,"10,00 €","10,00 €",NO,542,1269,"0,00 €",MYSTERY,6,-536,81,3,40,0
MYSTERY FEVER 3000 GTD,6/02/2025,"5,00 €","5,00 €",NO,492,867,"0,00 €",MYSTERY,8,-484,62,8,82,0
MYSTERY KO,6/02/2025,"5,00 €","10,00 €",NO,113,658,"0,00 €",MYSTERY,6,-107,100,7,85,0
DESPERADO,6/02/2025,"5,00 €","5,00 €",NO,654,998,"1,13 €",PKO,6,-648,100,6,95,0
SUPER STACK 2000 E GTD,6/02/2025,"5,00 €","5,00 €",SI,12,500,"32,08 €",NORMAL,6,-6,83,10,100,52
MM PHASE 1,6/02/2025,"5,00 €","5,00 €",NO,212,654,"1,13 €",PKO,6,-206,100,8,85,0
KO PROGRESIVO 2000 E GTD,6/02/2025,"10,00 €","10,00 €",NO,432,654,"0,00 €",PKO,6,-426,50,10,81,0
MILKY WAY,6/02/2025,"5,00 €","5,00 €",NO,2013,5443,"0,00 €",PKO,6,-2007,100,6,90,0
MYSTERY FEVER 6000 GTD,6/02/2025,"5,00 €","5,00 €",NO,412,1281,"0,00 €",MYSTERY,8,-404,100,8,110,0
KO PROGRESIVO 5000 GTD,6/02/2025,"10,00 €","10,00 €",NO,532,983,"2,25 €",PKO,6,-526,200,10,148,0
MYSTERY KO,6/02/2025,"10,00 €","10,00 €",NO,1543,1985,"0,00 €",MYSTERY,6,-1537,100,8,115,0
SAMURAI,6/02/2025,"5,00 €","5,00 €",NO,646,1565,"1,13 €",PKO,6,-640,100,5,75,0
MM MYSTERY,6/02/2025,"10,00 €","10,00 €",NO,1233,5432,"0,00 €",MYSTERY,9,-1224,156,8,125,0
MYSTERY FEVER 6000 GTD,6/02/2025,"5,00 €","5,00 €",SI,97,1347,"10,72 €",MYSTERY,8,-89,83,8,96,19
GUERRILLA,6/02/2025,"5,00 €","5,00 €",NO,333,432,"0,00 €",PKO,6,-327,100,5,70,0
MYSTERY KO,6/02/2025,"5,00 €","5,00 €",SI,55,689,"8,26 €",MYSTERY,6,-49,100,7,80,15
MM DEEPSTACK,6/02/2025,"5,00 €","5,00 €",SI,279,2437,"10,02 €",NORMAL,6,-273,200,7,120,31
BOWLING,7/02/2025,"5,00 €","5,00 €",NO,764,1021,"0,00 €",PKO,6,-758,100,5,50,0
KO PROGRESIVO 2000 E GTD,7/02/2025,"10,00 €","10,00 €",SI,2,294,"304,03 €",PKO,9,7,200,10,150,59
MYSTERY FEVER 3000 GTD,7/02/2025,"5,00 €","5,00 €",NO,434,873,"0,00 €",MYSTERY,8,-426,125,8,120,0
MYSTERY KO,7/02/2025,"5,00 €","5,00 €",SI,48,656,"8,43 €",MYSTERY,6,-42,100,7,110,48
MM PHASE 1,7/02/2025,"5,00 €","5,00 €",SI,6,91,"10,11 €",PKO,6,0,50,8,60,5
MM SAT,7/02/2025,"5,00 €","5,00 €",NO,12,27,"0,00 €",SAT,6,-6,24,5,15,0
MINI HOT STACK,7/02/2025,"5,00 €","5,00 €",NO,543,1087,"0,00 €",NORMAL,9,-534,200,5,66,0
MYSTERY KO,7/02/2025,"5,00 €","5,00 €",SI,49,1608,"16,10 €",MYSTERY,6,-43,50,3,18,24
MM SAT,8/02/2025,"2,50 €","2,50 €",SI,4,49,"15,25 €",SAT,6,2,26,5,7,17
MM SAT,9/02/2025,"2,50 €","5,00 €",NO,19,42,"0,00 €",SAT,6,-13,33,5,17,0
MM SAT,9/02/2025,"2,50 €","2,50 €",SI,1,49,"0,00 €",SAT,6,5,100,5,30,20
MM MAIN EVENT,9/02/2025,"50,00 €","0,00 €",SI,64,4455,"571,88 €",MYSTERY,6,-58,160,12,190,19
MM THE CLASSIC,9/02/2025,"20,00 €","20,00 €",NO,2951,5432,"0,00 €",MYSTERY,9,-2942,200,6,120,0
MM GIGA STACK,9/02/2025,"5,00 €","5,00 €",NO,2343,4987,"0,00 €",PKO,6,-2337,160,8,127,0
MYSTERY FEVER 6000 GTD,9/02/2025,"5,00 €","5,00 €",SI,24,1443,"45,97 €",MYSTERY,8,-16,125,8,116,19
MM DEEPSTACK,9/02/2025,"5,00 €","5,00 €",NO,887,1675,"0,00 €",NORMAL,6,-881,66,7,75,0
